Source,Env.,Sex,Stage,Species,Family,Order,Voltinism,Latitude,Longitude,Location,Altitude (m.a.s.l),Body Size,Original Units,Dry Mass (mg),LN Dry Mass,Notes
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.40,Dry mass (mg),0.40,-0.92,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.50,Dry mass (mg),0.50,-0.69,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.40,Dry mass (mg),0.40,-0.92,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.40,Dry mass (mg),0.40,-0.92,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,1.20,Dry mass (mg),1.20,0.18,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,1.10,Dry mass (mg),1.10,0.10,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.50,Dry mass (mg),0.50,-0.69,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.60,Dry mass (mg),0.60,-0.51,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.50,Dry mass (mg),0.50,-0.69,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.60,Dry mass (mg),0.60,-0.51,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.60,Dry mass (mg),0.60,-0.51,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.50,Dry mass (mg),0.50,-0.69,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.50,Dry mass (mg),0.50,-0.69,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.60,Dry mass (mg),0.60,-0.51,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.40,Dry mass (mg),0.40,-0.92,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.40,Dry mass (mg),0.40,-0.92,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.50,Dry mass (mg),0.50,-0.69,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.50,Dry mass (mg),0.50,-0.69,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.60,Dry mass (mg),0.60,-0.51,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,1.00,Dry mass (mg),1.00,0.00,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,1.50,Dry mass (mg),1.50,0.41,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,1.20,Dry mass (mg),1.20,0.18,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Lasius niger,Formicidae,Hymenoptera,>1,47.37,7.70,"Wasserfallen, Switzerland",1040,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,47.06,8.48,"Rigi, Switzerland",1380,0.60,Dry mass (mg),0.60,-0.51,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,47.06,8.48,"Rigi, Switzerland",1380,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,47.06,8.48,"Rigi, Switzerland",1380,0.50,Dry mass (mg),0.50,-0.69,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,47.06,8.48,"Rigi, Switzerland",1580,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,47.06,8.48,"Rigi, Switzerland",1580,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,47.06,8.48,"Rigi, Switzerland",1580,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,47.06,8.48,"Rigi, Switzerland",1780,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,47.06,8.48,"Rigi, Switzerland",1780,1.10,Dry mass (mg),1.10,0.10,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,47.06,8.48,"Rigi, Switzerland",1780,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,1.00,Dry mass (mg),1.00,0.00,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1840,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1840,1.10,Dry mass (mg),1.10,0.10,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1840,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1840,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1840,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica lobicornis,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1840,1.00,Dry mass (mg),1.00,0.00,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1040,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1040,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1040,1.00,Dry mass (mg),1.00,0.00,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1040,1.20,Dry mass (mg),1.20,0.18,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1040,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1040,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1040,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1040,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1040,1.10,Dry mass (mg),1.10,0.10,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,1.20,Dry mass (mg),1.20,0.18,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,1.00,Dry mass (mg),1.00,0.00,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,1.00,Dry mass (mg),1.00,0.00,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,1.00,Dry mass (mg),1.00,0.00,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,1.10,Dry mass (mg),1.10,0.10,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.60,Dry mass (mg),0.60,-0.51,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,1.00,Dry mass (mg),1.00,0.00,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1240,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1440,1.30,Dry mass (mg),1.30,0.26,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1440,1.10,Dry mass (mg),1.10,0.10,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1440,0.90,Dry mass (mg),0.90,-0.11,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1440,1.30,Dry mass (mg),1.30,0.26,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1440,0.70,Dry mass (mg),0.70,-0.36,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1440,0.80,Dry mass (mg),0.80,-0.22,
"Hanrong Tan MSc Thesis 2016 (Unpublished, Uni. Of Basel, Switzerland)",Terrestrial,F,Adult,Myrmica rubra,Formicidae,Hymenoptera,>1,46.56,7.84,"Schilthorn, Switzerland",1440,1.00,Dry mass (mg),1.00,0.00,
