"edv_code","species","family","individuals_measured","sex_measured","saproxylic_beetle_europe","saproxylic_beetle_germany","rl_cat_germany","rl_population_current_germnany","sexual_dimorphism_regarding_13_traits_extinction_risk_analyses","sexual_dimorphism_comment","sexual_dimorphism_other_morphological_charact","mean_body_length_literature","colour_lightness","mass","body_length","body_width","body_height","body_roundness","head_length","head_width","pronotum_length","pronotum_width","elytra_length","elytra_width","wing_length","wing_width","wing_area","wing_aspect","wing_load","antenna_length","mandible_length","proximal_mandible_width","mandible_aspect","eye_length","eye_area","front_femur_length","front_femur_width","front_tibia_length","mid_femur_length","mid_femur_width","mid_tibia_length","hind_femur_length","hind_femur_width","hind_tibia_length","hairiness_head_dorsal","hairiness_pronotum_dorsal","hairiness_abdomen_dorsal","hairiness_abdomen_ventral","hairiness_total","residuals_body_width","residuals_head_length","residuals_wing_length","residuals_wing_load","residuals_front_femur_length","residuals_antenna_length","residuals_eye_length"
"995","87-.082-.006-.","Saperda_punctata","Cerambycidae",2,NA,1,1,"1","es",0,"","",14,159.33,127.04,16.123,4.466,4.445,0.995,3.735,3.071,2.642,3.046,10.039,2.178,13.979,4.684,53.244,2.984,2.386,13.877,1.634,0.663,0.405,1.568,0.855,2.87,0.829,2.779,3.216,0.833,3.033,4.61,0.918,3.991,40.115,43.536,43.508,38.483,41.41,-0.239,0.361,-0.027,0.558,0.059,1.203,0.634
"996","87-.082-.007-.","Saperda_octopunctata","Cerambycidae",1,NA,1,1,"2","ss",0,"","",15,147.36,31.62,15.553,4.031,3.819,0.947,2.955,2.582,2.561,2.639,10.321,1.984,14.573,4.594,57.089,3.172,0.554,14.428,0.515,0.369,0.717,1.733,1.164,2.726,0.747,2.749,3.288,0.819,3.071,4.955,0.863,4.476,13.943,30.326,22.681,NA,22.317,-0.309,0.16,0.046,-0.867,0.041,1.275,0.764
"997","87-.083-.001-.","Menesia_bipunctata","Cerambycidae",1,NA,1,1,"*","s",0,"","",7,109.35,14.651,7.701,2.204,2.048,0.929,1.539,1.723,1.46,1.633,5.616,1.106,7.946,2.76,17.755,2.879,0.825,8.686,0.716,0.359,0.501,0.969,0.4,1.696,0.412,1.48,1.787,0.421,1.558,1.869,0.426,1.979,38.235,45.51,24.933,26.601,33.82,-0.283,0.153,0.04,0.221,0.206,1.401,0.77
"998","87-.084-.001-.","Oberea_pupillata","Cerambycidae",1,NA,1,1,"*","s",0,"","",17,129.46,63.273,15.455,3.391,3.412,1.006,2.815,2.599,2.236,2.648,12.017,1.679,13.629,4.258,48.764,3.201,1.298,12.069,1.145,0.687,0.6,1.529,0.927,2.339,0.678,2.166,2.608,0.718,2.265,2.692,0.729,2.823,29.552,28.201,17.272,46.154,30.295,-0.477,0.117,-0.016,-0.01,-0.106,1.102,0.644
"999","87-.084-.003-.","Oberea_oculata","Cerambycidae",1,NA,1,1,"*","h",0,"","",18,136.83,81.94,16.18,3.617,3.951,1.092,2.636,2.682,2.5,2.903,12.35,1.808,14.008,4.242,52.981,3.302,1.547,13.061,0.991,0.614,0.62,1.654,0.878,2.632,0.789,2.302,2.671,0.831,2.416,3.189,0.81,3.057,15.253,15.079,32.08,33.774,24.046,-0.453,0.01,-0.028,0.121,-0.03,1.14,0.684
"1000","87-.084-.004-.","Oberea_linearis","Cerambycidae",1,NA,1,1,"*","mh",0,"","",12,117.17,36,13.851,2.8,3.41,1.218,1.943,2.191,1.936,1.99,10.639,1.328,12.011,3.586,35.609,3.349,1.011,11.646,0.779,0.357,0.458,1.206,0.81,1.993,0.606,1.776,2.178,0.603,1.944,2.481,0.619,2.388,25.584,14.448,19.461,37.394,24.222,-0.57,-0.153,-0.049,-0.152,-0.167,1.165,0.498
"1001","87-.085-.001-.","Stenostola_dubia","Cerambycidae",1,NA,1,1,"*","mh",0,"","",11,128.16,13.299,9.4,2.079,2.027,0.975,1.126,1.667,1.271,1.34,6.895,1.051,9.281,3.2,22.216,2.9,0.599,8.64,0.392,0.358,0.913,1.049,0.421,1.586,0.347,1.257,1.648,0.295,1.659,2.408,0.303,2.161,26.534,22.866,11.461,25.568,21.607,-0.52,-0.342,0.025,-0.295,-0.042,1.216,0.683
"1002","87-.085-.002-.","Stenostola_ferrea","Cerambycidae",1,NA,1,1,"*","s",0,"","",11.5,129.85,14.23,11.549,2.975,3.346,1.125,2.582,2.016,1.6,1.908,8.979,1.425,11.394,4.315,40.619,2.641,0.35,10.75,0.34,0.122,0.359,1.254,0.544,1.463,0.488,2.079,1.863,0.506,2.231,2.594,0.563,2.994,29.762,37.736,43.509,NA,37.002,-0.346,0.299,0.054,-1.033,-0.31,1.249,0.689
"1003","87-.087-.001-.","Tetrops_praeustus","Cerambycidae",1,NA,1,1,"*","h",0,"","",4,140.47,6.958,5.638,1.454,1.664,1.144,0.652,0.77,0.944,1.11,3.818,0.635,5.789,2.325,10.76,2.49,0.647,4.769,0.15,0.04,0.267,0.327,0.079,0.867,0.248,0.701,0.89,0.252,0.86,0.824,0.238,0.99,32.258,16.216,14.388,8.413,17.819,-0.419,-0.419,-0.01,0.283,-0.181,1.082,-0.056
"1004","87-.087-.002-.","Tetrops_starkii","Cerambycidae",2,NA,1,1,"*","s",0,"","",5,129.18,3.084,5.14,1.387,1.416,1.021,0.798,0.969,0.981,1.019,3.436,0.685,5.219,1.945,8.366,2.684,0.369,4.623,0.219,0.095,0.432,0.597,0.163,0.71,0.252,0.704,0.866,0.266,0.83,1.079,0.286,1.048,22.704,23.576,30.657,NA,25.645,-0.383,-0.132,-0.035,-0.188,-0.297,1.135,0.623
"1005","90-.001-.001-.","Platyrhinus_resinosus","Anthribidae",1,NA,1,1,"*","mh",0,"","",11.5,100.56,91.982,11.997,4.26,3.246,0.762,3.279,2.601,2.785,3.318,6.687,1.778,10.735,4.051,35.179,2.65,2.615,2.102,1.255,0.177,0.141,0.765,0.346,2.383,0.818,2.246,2.317,0.689,2.355,2.727,0.762,2.334,57.421,37.267,64.679,59.694,54.766,-0.021,0.503,-0.038,0.939,0.143,-0.418,0.163
"1006","90-.003-.001-.","Tropideres_albirostris","Anthribidae",1,NA,1,1,"*","mh",0,"","",4,123.04,4.268,4.334,1.844,1.626,0.882,1.475,1.016,1.005,1.543,2.693,0.911,4.795,1.758,6.722,2.728,0.635,1.208,0.509,0.109,0.214,0.539,0.175,0.824,0.326,0.93,1.059,0.32,1.028,1.145,0.323,1.048,105.114,42.802,66.089,36.913,62.729,0.055,0.639,0.026,0.523,0.008,-0.054,0.664
"1007","90-.004-.001-.","Allandrus_undulatus","Anthribidae",1,NA,1,1,"3","s",0,"","",2,119.66,1.882,3.304,1.514,1.256,0.83,1.258,0.932,1.064,1.252,2.152,0.719,3.685,1.282,4.208,2.874,0.447,1.19,0.383,0.217,0.567,0.408,0.11,0.839,0.241,0.711,0.772,0.254,0.668,0.815,0.278,0.668,36.855,6.4,43.825,48.193,33.818,0.101,0.729,-0.005,0.439,0.273,0.176,0.612
"1008","90-.0061-.001-.","Pseudeuparius_sepicola","Anthribidae",1,NA,1,1,"*","mh",0,"","",NA,134.81,3.326,4.268,1.795,1.293,0.72,1.117,0.853,1.09,1.389,2.445,0.983,4.571,1.596,5.928,2.864,0.561,1.33,0.422,0.2,0.474,0.318,0.074,0.704,0.257,0.71,0.743,0.237,0.695,0.798,0.248,0.717,80.292,34.848,37.64,46.835,49.904,0.042,0.375,-0.008,0.415,-0.136,0.056,0.149
"1009","90-.007-.001-.","Rhaphitropis_marchica","Anthribidae",1,NA,1,1,"*","s",0,"","",2,129.02,1.3,3.257,1.271,1.068,0.84,0.819,0.671,0.673,0.984,1.744,0.682,2.993,1.135,2.722,2.637,0.478,0.512,0.344,0.089,0.259,0.306,0.055,0.574,0.159,0.609,0.583,0.183,0.593,0.664,0.192,0.574,50,11.211,52.786,54.983,42.245,-0.061,0.313,-0.201,0.519,-0.094,-0.655,0.337
"1010","90-.008-.001-.","Dissoleucas_niveirostris","Anthribidae",2,NA,1,1,"*","mh",0,"","",3,NA,6.614,4.316,1.994,1.729,0.867,1.172,1.086,1.241,1.568,2.777,0.933,5.084,1.896,7.709,2.681,0.858,1.529,0.587,0.218,0.371,0.513,0.152,1.052,0.328,1.001,1.04,0.347,0.934,1.126,0.381,0.984,87.742,36.709,46.287,37.783,52.13,0.136,0.413,0.088,0.828,0.256,0.186,0.617
"1011","90-.010-.001-.","Platystomos_albinus","Anthribidae",1,"female",1,1,"*","h",1,"male: antennae ca. 1/2 longer (1.5 x as long as) than in female","",9,95.66,48.293,8.881,3.611,2.745,0.76,1.928,1.848,2.174,2.76,5.322,1.737,9.338,3.302,27.835,2.828,1.735,3.782,1.212,NA,NA,0.633,0.241,1.685,0.653,1.945,1.826,0.54,2.014,1.96,0.597,1.966,107.759,35.533,51.238,30.659,56.297,0.083,0.248,0.079,0.824,0.07,0.441,0.225
"1012","90-.012-.003-.","Anthribus_nebulosus","Anthribidae",1,NA,1,0,"*","h",0,"","",2.75,114.85,1.237,2.301,1.244,0.954,0.767,0.411,0.627,0.749,1.051,1.547,0.596,4.761,1.68,6.847,2.834,0.181,0.578,0.327,0.162,0.495,0.227,0.032,0.815,0.28,0.748,0.774,0.282,0.677,0.947,0.302,0.712,64.815,45.802,67.742,47.12,56.37,0.229,-0.058,0.56,-0.112,0.573,-0.22,0.328
"1013","90-.015-.002-.","Choragus_sheppardi","Anthribidae",1,NA,1,1,"*","mh",0,"","",2,120.75,0.49,1.944,0.731,0.783,1.071,0.311,0.435,0.494,0.718,1.108,0.416,2.301,0.807,1.468,2.851,0.334,0.737,0.159,0.085,0.535,0.215,0.024,0.332,0.145,0.36,0.414,0.157,0.309,0.406,0.135,0.347,62.5,47.887,80.214,58.047,62.162,-0.151,-0.182,-0.023,0.667,-0.171,0.175,0.415
"1014","91-.001-.001-.","Scolytus_rugulosus","Curculionidae",1,NA,1,1,"*","h",0,"","",2.15,114.57,1.059,2.58,0.964,0.955,0.991,0.571,0.577,0.829,0.905,1.221,0.468,2.935,0.981,2.065,2.992,0.513,0.447,0.236,0.073,0.309,0.357,0.033,0.465,0.19,0.407,0.472,0.173,0.352,0.516,0.179,0.448,24.038,0,0,8.306,8.086,-0.129,0.166,-0.021,0.819,-0.092,-0.58,0.685
"1015","91-.001-.003-.","Scolytus_intricatus","Curculionidae",1,NA,1,1,"*","h",0,"","",3,122.93,2.926,3.789,1.474,1.382,0.938,0.833,0.936,1.257,1.28,1.697,0.731,4.362,1.368,4.513,3.189,0.648,0.387,0.334,0.182,0.545,0.454,0.065,0.593,0.255,0.478,0.521,0.214,0.455,0.601,0.213,0.488,0,0,4.104,37.891,10.499,-0.049,0.191,0.047,0.676,-0.199,-1.071,0.605
"1016","91-.001-.004-.","Scolytus_mali","Curculionidae",2,NA,1,1,"*","h",0,"","",3,120.17,4.319,3.946,1.716,1.677,0.977,0.824,1.108,1.612,1.658,2.095,0.862,4.976,1.724,6.094,2.886,0.709,0.615,0.386,0.288,0.746,0.593,0.091,0.781,0.325,0.618,0.807,0.307,0.65,0.794,0.264,0.642,6.951,1.203,3.519,17.265,7.235,0.067,0.142,0.144,0.725,0.039,-0.644,0.837
"1017","91-.001-.005-.","Scolytus_carpini","Curculionidae",1,NA,1,1,"*","mh",0,"","",2,117.47,2.367,2.912,1.269,1.231,0.97,0.503,0.774,0.975,1.185,1.52,0.553,4.108,1.241,3.926,3.31,0.603,0.347,0.347,0.039,0.112,0.367,0.039,0.682,0.246,0.403,0.498,0.316,0.394,0.559,0.23,0.403,7.246,0,9.042,16.234,8.13,0.038,-0.072,0.212,0.862,0.181,-0.943,0.612
"1018","91-.001-.007-.","Scolytus_laevis","Curculionidae",2,NA,1,1,"3","s",0,"","",4,112.28,3.59,3.816,1.683,1.73,1.028,1.006,1.129,1.559,1.649,2.005,0.892,5.411,1.751,7.07,3.091,0.508,0.694,0.455,0.325,0.714,0.648,0.11,0.817,0.344,0.679,0.728,0.307,0.612,0.835,0.288,0.693,10.806,1.819,2.978,15.559,7.79,0.077,0.373,0.256,0.425,0.115,-0.494,0.954
"1019","91-.001-.008-.","Scolytus_pygmaeus","Curculionidae",2,NA,1,1,"*","mh",0,"","",2,122.33,1.066,2.159,0.984,0.904,0.919,0.48,0.655,0.878,0.939,1.12,0.51,3.036,1.001,2.395,3.034,0.445,0.406,0.19,0.134,0.704,0.361,0.043,0.493,0.175,0.377,0.407,0.156,0.355,0.434,0.16,0.355,17.241,4.264,26.743,24.45,18.175,0.051,0.155,0.165,0.851,0.128,-0.517,0.844
"1020","91-.001-.009-.","Scolytus_scolytus","Curculionidae",1,NA,1,1,"3","s",0,"","",4.35,114.48,4.819,4.023,1.628,1.671,1.026,0.59,1.032,1.461,1.614,1.996,0.779,4.144,1.551,5.027,2.672,0.959,0.621,0.241,0.231,0.959,0.594,0.078,0.815,0.318,0.668,0.719,0.281,0.646,0.907,0.273,0.689,11.521,17.722,18.36,3.044,12.662,-0.003,-0.209,-0.056,1.008,0.065,-0.652,0.823
"1021","91-.001-.010-.","Scolytus_ratzeburgii","Curculionidae",1,NA,1,1,"*","mh",0,"","",5,106.96,12.657,5.912,2.537,2.418,0.953,1.572,1.791,2.469,2.537,3.055,1.265,7.274,2.217,12.867,3.281,0.984,0.876,0.55,0.408,0.742,0.855,0.178,1.345,0.541,1.029,1.13,0.476,0.91,1.107,0.492,1.059,17.837,0,0,7.759,6.399,0.095,0.417,0.178,0.656,0.215,-0.655,0.866
"1022","91-.001-.012-.","Scolytus_kirschii","Curculionidae",1,NA,1,1,"R","es",0,"","",2,93.56,NA,2.875,1.578,1.435,0.909,0.71,0.886,1.003,1.31,1.962,0.836,NA,NA,NA,NA,NA,0.696,0.358,0.138,0.385,0.43,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.573,30.534,34.689,NA,29.266,0.267,0.285,NA,NA,NA,-0.235,0.781
"1023","91-.001-.014-.","Scolytus_multistriatus","Curculionidae",2,NA,1,1,"*","mh",0,"","",2,122.94,2.212,3.372,1.499,1.38,0.921,0.967,0.965,1.421,1.391,1.829,0.732,4.534,1.526,5.04,2.972,0.439,0.564,0.234,0.197,0.844,0.527,0.086,0.698,0.306,0.525,0.625,0.252,0.474,0.645,0.264,0.525,14.831,2.876,15.374,26.34,14.855,0.073,0.447,0.185,0.4,0.07,-0.59,0.851
"1024","91-.0031.003-.","Phloeotribus_spinulosus","Curculionidae",2,NA,1,1,"*","s",0,"","",2.05,132.8,2.341,2.459,0.923,0.871,0.941,0.407,0.544,0.631,0.754,1.561,0.44,4.185,1.374,4.772,3.051,0.903,0.468,0.207,0.083,0.397,0.34,0.031,0.605,0.189,0.464,0.521,0.189,0.463,0.53,0.188,0.493,22.146,36.936,18.649,27.759,26.372,-0.129,-0.13,0.375,1.432,0.215,-0.492,0.675
"1025","91-.0031.004-.","Phloeotribus_rhododactylus","Curculionidae",1,NA,1,1,"*","h",0,"","",1,110.02,0.334,1.262,0.611,0.586,0.959,0.339,0.26,0.394,0.539,0.863,0.294,1.87,0.572,0.891,3.269,0.375,0.382,0.128,0.094,0.734,0.21,0.012,0.294,0.093,0.262,0.289,0.104,0.26,0.303,0.096,0.249,36.697,44.61,49.834,34.653,41.449,0.057,0.301,0.139,1.207,0.101,-0.093,0.753
"1026","91-.004-.001-.","Hylastes_ater","Curculionidae",1,NA,1,1,"*","mh",0,"","",4.25,119,2.551,4.357,1.365,1.312,0.961,0.759,0.811,1.431,1.205,2.644,0.72,5.453,1.748,7.687,3.12,0.332,0.897,0.348,0.234,0.672,0.37,0.063,0.72,0.24,0.635,0.728,0.267,0.607,0.879,0.292,0.681,18.919,8.278,10.189,21.559,14.736,-0.251,-0.031,0.15,-0.131,-0.132,-0.356,0.283
"1027","91-.004-.0011.","Hylastes_brunneus","Curculionidae",1,NA,1,1,"*","mh",0,"","",4,102.63,4.13,4.362,1.523,1.485,0.975,0.848,0.949,1.526,1.306,2.868,0.812,5.576,1.768,7.768,3.154,0.532,0.743,0.38,0.296,0.779,0.419,0.073,0.82,0.33,0.67,0.752,0.311,0.658,0.997,0.329,0.791,29.536,12.27,15.769,16.923,18.624,-0.142,0.079,0.172,0.339,-0.003,-0.545,0.407
"1028","91-.004-.002-.","Hylastes_opacus","Curculionidae",1,NA,1,1,"*","s",0,"","",3,113.78,2.275,3.021,1.135,1.068,0.941,0.727,0.678,1.003,0.986,1.96,0.533,4.45,1.354,4.627,3.287,0.492,0.584,0.269,0.059,0.219,0.243,0.036,0.662,0.205,0.5,0.624,0.191,0.46,0.617,0.203,0.574,0,0,37.523,19.011,14.134,-0.107,0.263,0.26,0.622,0.118,-0.455,0.169
"1029","91-.004-.003-.","Hylastes_cunicularius","Curculionidae",1,NA,1,1,"*","sh",0,"","",3.85,124.95,6.359,4.456,1.545,1.482,0.959,1.025,0.935,1.261,1.316,2.783,0.754,5.589,1.888,8.069,2.96,0.788,0.966,0.338,0.211,0.624,0.358,0.049,0.84,0.284,0.661,0.893,0.278,0.664,0.949,0.295,0.765,34.81,3.11,21.22,25.253,21.098,-0.147,0.249,0.156,0.712,0.002,-0.302,0.232
"1030","91-.004-.004-.","Hylastes_linearis","Curculionidae",1,NA,1,1,"3","ss",0,"","",3,99.99,1.424,2.924,1.037,1.06,1.022,0.691,0.635,1.156,0.866,1.813,0.515,4.098,1.206,4.018,3.398,0.354,0.705,0.199,0.095,0.477,0.244,0.018,0.715,0.229,0.439,0.846,0.2,0.451,0.911,0.187,0.546,63.091,23.095,33.01,NA,39.732,-0.168,0.242,0.206,0.326,0.224,-0.237,0.2
"1031","91-.004-.005-.","Hylastes_attenuatus","Curculionidae",1,NA,1,1,"*","mh",0,"","",2.5,123.04,0.707,2.666,0.835,0.719,0.861,0.493,0.553,0.833,0.742,1.528,0.393,3.312,0.975,2.465,3.397,0.287,0.528,0.241,0.164,0.68,0.208,0.021,0.436,0.158,0.369,0.44,0.121,0.368,0.479,0.16,0.383,64.394,39.326,44.706,36.111,46.134,-0.302,-0.011,0.072,0.205,-0.186,-0.443,0.118
"1032","91-.004-.006-.","Hylastes_angustatus","Curculionidae",1,NA,1,1,"*","mh",0,"","",3,114.39,1.341,2.845,1.003,0.963,0.96,0.588,0.615,0.94,0.879,1.899,0.433,3.637,1.322,3.832,2.751,0.35,0.62,0.159,0.132,0.83,0.23,0.026,0.541,0.203,0.476,0.565,0.179,0.427,0.553,0.167,0.463,45.603,25.229,27.451,34.884,33.292,-0.177,0.106,0.11,0.341,-0.03,-0.341,0.164
"1033","91-.005-.001-.","Hylurgops_glabratus","Curculionidae",1,NA,1,1,"*","s",0,"","",4.75,131.3,13.469,5.152,2.112,2.005,0.949,1.388,1.34,1.517,1.832,3.442,1.097,NA,NA,NA,NA,NA,0.873,0.359,0.171,0.476,0.569,0.117,1.152,0.384,0.865,1.17,0.368,0.787,1.061,0.378,0.912,6.182,0,10.939,25.448,10.642,0.035,0.419,NA,NA,0.186,-0.534,0.574
"1034","91-.005-.002-.","Hylurgops_palliatus","Curculionidae",1,NA,1,1,"*","sh",0,"","",2.85,126.23,3.833,4.052,1.337,1.267,0.948,0.905,0.832,1.049,1.185,2.124,0.593,5.055,1.634,6.571,3.094,0.583,0.516,0.364,0.062,0.17,0.41,0.062,0.674,0.218,0.541,0.655,0.219,0.496,0.727,0.221,0.541,0,7.08,30.354,24.725,15.54,-0.206,0.212,0.137,0.505,-0.132,-0.844,0.447
"1035","91-.006-.001-.","Tomicus_minor","Curculionidae",1,NA,1,1,"*","mh",0,"","",4.1,100.69,3.527,4.55,1.792,1.668,0.931,0.941,1.149,1.385,1.66,3.094,0.873,6.358,1.996,10.186,3.185,0.346,0.796,0.417,0.162,0.388,0.557,0.097,0.666,0.306,0.675,0.612,0.285,0.602,0.751,0.316,0.714,1.764,18.072,8.979,28.424,14.31,-0.018,0.145,0.267,-0.131,-0.249,-0.515,0.656
"1036","91-.006-.002-.","Tomicus_piniperda","Curculionidae",1,NA,1,1,"*","h",0,"","",4,111.51,4.76,3.831,1.655,1.546,0.934,0.787,0.947,1.03,1.336,2.669,0.87,5.44,1.62,6.594,3.358,0.722,0.67,0.327,0.239,0.731,0.365,0.069,0.688,0.264,0.511,0.541,0.285,0.519,0.775,0.277,0.572,21.127,23.328,16.432,21.875,20.69,0.057,0.124,0.258,0.773,-0.06,-0.532,0.377
"1037","91-.007-.001-.","Hylurgus_ligniperda","Curculionidae",2,NA,1,1,"*","mh",0,"","",5,113.08,6.728,5.012,1.832,1.749,0.955,1.224,1.253,1.611,1.737,3.146,0.939,6.318,2.062,10.354,3.065,0.65,0.664,0.439,0.312,0.711,0.518,0.098,0.929,0.348,0.776,0.866,0.342,0.746,0.934,0.396,0.8,15.188,16.763,24.096,32.725,22.193,-0.082,0.319,0.178,0.404,-0.005,-0.784,0.503
"1038","91-.008-.001-.","Dendroctonus_micans","Curculionidae",2,NA,1,1,"*","s",0,"","",8,108.67,27.811,7.443,3.097,2.773,0.896,1.95,1.931,1.945,2.702,4.897,1.604,11.689,4.083,41.708,2.863,0.667,1.069,0.865,0.406,0.469,0.829,0.205,1.921,0.67,1.667,1.913,0.673,1.666,2.027,0.802,1.766,8.013,14.058,11.65,17.401,12.781,0.088,0.421,0.455,0.041,0.362,-0.663,0.642
"1039","91-.008-.XXX","Dendroctonus_frontalis","Curculionidae",1,NA,0,0,NA,NA,0,"","",NA,NA,2.549,3.598,1.365,1.336,0.979,0.971,1.143,1.058,1.393,2.306,0.678,4.322,1.449,5.17,2.983,0.493,NA,0.465,0.298,0.641,0.482,0.085,0.723,0.301,0.566,0.619,0.294,0.544,0.753,0.372,0.595,15.707,5.874,20.896,10.135,13.153,-0.079,0.392,0.082,0.453,0.047,NA,0.708
"1040","91-.008-.XXX","Dendroctonus_brevicornis","Curculionidae",2,NA,0,0,NA,NA,0,"","",NA,NA,4.018,4.026,1.605,1.551,0.966,1.05,1.206,1.193,1.586,2.528,0.795,5.262,1.619,6.907,3.251,0.582,NA,0.421,0.255,0.605,0.567,0.099,0.763,0.316,0.697,0.719,0.322,0.627,0.84,0.379,0.648,20.165,19.182,24.953,32.867,24.292,-0.018,0.366,0.182,0.508,-0.003,NA,0.775
"1041","91-.008-.XXX","Dendroctonus_adjunctus","Curculionidae",1,NA,0,0,NA,NA,0,"","",NA,NA,4.466,4.25,1.591,1.519,0.955,1.078,1.166,1.108,1.466,2.754,0.839,6.317,1.934,9.629,3.266,0.464,0.642,0.406,0.18,0.443,0.502,0.09,0.781,0.271,0.689,0.67,0.27,0.638,0.869,0.333,0.687,23.508,24.357,18.868,20.26,21.748,-0.075,0.343,0.319,0.228,-0.028,-0.668,0.609
"1042","91-.008-.XXX","Dendroctonus_approximatus","Curculionidae",1,NA,0,0,NA,NA,0,"","",NA,NA,10.623,5.393,2.157,2.153,0.998,1.557,1.654,1.666,2.112,3.398,1.062,6.967,2.129,11.757,3.272,0.904,0.872,0.613,0.347,0.566,0.718,0.19,1.176,0.425,1.046,1.065,0.443,0.905,1.329,0.501,0.964,15.99,26.365,14.981,35.088,23.106,0.015,0.492,0.213,0.662,0.165,-0.577,0.768
"1043","91-.008-.XXX","Dendroctonus_ponderosae","Curculionidae",1,NA,0,0,NA,NA,0,"","",NA,NA,24.336,6.762,2.964,2.896,0.977,1.779,2.036,2.164,2.86,4.43,1.482,7.126,2.54,16.386,2.806,1.485,1.026,0.805,0.483,0.6,0.888,0.204,1.105,0.554,1.009,1.292,0.564,0.977,1.43,0.614,1.142,16.827,7.008,17.544,15.723,14.275,0.13,0.418,0.042,0.936,-0.104,-0.618,0.791
"1044","91-.008-.XXX","Dendroctonus_valens","Curculionidae",1,NA,0,0,NA,NA,0,"","",NA,NA,26.769,7.408,3.326,3.3,0.992,1.539,2.094,2.383,3.086,5.044,1.686,6.263,2.596,13.092,2.413,2.045,1.032,0.794,0.474,0.597,0.872,0.229,1.272,0.586,1.242,1.411,0.594,1.239,1.349,0.67,1.213,0,5.171,2.99,22.074,7.559,0.164,0.189,-0.165,1.167,-0.046,-0.694,0.697
"1045","91-.009-.001-.","Carphoborus_minimus","Curculionidae",2,NA,1,1,"2","es",0,"","",1,107.52,0.303,1.698,0.688,0.614,0.892,0.343,0.483,0.507,0.631,1.179,0.336,2.483,0.985,1.83,2.521,0.166,0.363,0.157,0.097,0.615,0.238,0.023,0.274,0.104,0.217,0.276,0.1,0.218,0.277,0.111,0.237,19.438,52.877,51.724,42.735,41.694,-0.09,0.039,0.17,0.099,-0.242,-0.412,0.63
"1046","91-.010-.001-.","Polygraphus_grandiclava","Curculionidae",1,NA,1,1,"*","mh",0,"","",2,122.46,1.665,2.875,1.15,1.028,0.894,0.5,0.701,0.768,1.079,1.628,0.624,4.018,1.126,3.36,3.568,0.496,0.464,0.324,0.081,0.25,0.431,0.049,0.461,0.203,0.429,0.494,0.199,0.418,0.534,0.228,0.422,74.561,10.619,32.051,27.237,36.117,-0.049,-0.066,0.2,0.678,-0.199,-0.64,0.783
"1047","91-.010-.002-.","Polygraphus_poligraphus","Curculionidae",2,NA,1,1,"*","h",0,"","",2.6,119.09,1.083,2.37,1.009,0.933,0.925,0.486,0.655,0.675,0.924,1.65,0.478,4.465,1.47,5.211,3.037,0.208,0.474,0.234,0.147,0.63,0.332,0.047,0.579,0.208,0.509,0.588,0.211,0.509,0.646,0.22,0.519,45.139,33.333,32.529,33.898,36.225,-0.007,0.082,0.471,-0.001,0.205,-0.445,0.684
"1048","91-.010-.003-.","Polygraphus_subopacus","Curculionidae",1,NA,1,1,"D","?",0,"","",2,138.26,0.527,2.025,0.894,0.853,0.954,0.454,0.587,0.651,0.826,1.394,0.433,3.148,1.062,2.742,2.964,0.192,0.482,0.133,0.102,0.767,0.319,0.033,0.413,0.157,0.341,0.384,0.158,0.309,0.396,0.141,0.326,39.711,33.898,42.697,27.842,36.037,0.013,0.159,0.256,0.075,0.01,-0.286,0.775
"1049","91-.011-.001-.","Hylesinus_crenatus","Curculionidae",1,NA,1,1,"*","mh",0,"","",5,114.31,7.36,4.012,2,2.041,1.021,0.859,1.06,1.326,1.645,2.82,0.993,5.264,1.697,7.245,3.102,1.016,1.098,0.259,0.196,0.757,0.488,0.079,0.958,0.289,0.622,0.874,0.306,0.688,0.916,0.301,0.706,30.019,15.019,4.242,19.324,17.151,0.205,0.169,0.186,1.069,0.229,-0.08,0.629
"1050","91-.011-.002-.","Hylesinus_toranio","Curculionidae",1,NA,1,1,"*","mh",0,"","",2.75,111.87,2.219,2.751,1.476,1.474,0.999,0.683,0.819,0.886,1.27,1.91,0.643,NA,1.218,3.606,NA,0.615,0.744,0.237,0.236,0.996,0.405,0.055,0.732,0.178,0.437,0.601,0.14,0.426,0.636,0.229,0.536,52.369,44.728,31.856,24.876,38.457,0.24,0.286,NA,0.938,0.303,-0.129,0.758
"1051","91-.011-.003-.","Hylesinus_varius","Curculionidae",1,NA,1,1,"*","sh",0,"","",3,128.29,2.632,3.135,1.48,1.216,0.822,0.727,0.802,0.788,1.202,1.865,0.773,3.971,1.204,3.802,3.298,0.692,0.719,0.316,0.138,0.437,0.403,0.053,0.617,0.193,0.464,0.588,0.195,0.496,0.541,0.206,0.504,27.027,0,0,40.568,16.899,0.125,0.229,0.115,0.928,0.013,-0.281,0.644
"1052","91-.014-.001-.","Pteleobius_vittatus","Curculionidae",1,NA,1,1,"V","s",0,"","",1,139.38,0.55,2.013,0.915,0.859,0.939,0.526,0.552,0.638,0.787,1.386,0.445,3.153,1.067,2.642,2.955,0.208,0.538,0.189,0.134,0.709,0.269,0.033,0.345,0.156,0.309,0.428,0.137,0.32,0.428,0.141,0.313,26.515,56.122,63.877,73.034,54.887,0.042,0.312,0.263,0.161,-0.165,-0.171,0.61
