"edv_code","species","family","individuals_measured","sex_measured","saproxylic_beetle_europe","saproxylic_beetle_germany","rl_cat_germany","rl_population_current_germnany","sexual_dimorphism_regarding_13_traits_extinction_risk_analyses","sexual_dimorphism_comment","sexual_dimorphism_other_morphological_charact","mean_body_length_literature","colour_lightness","mass","body_length","body_width","body_height","body_roundness","head_length","head_width","pronotum_length","pronotum_width","elytra_length","elytra_width","wing_length","wing_width","wing_area","wing_aspect","wing_load","antenna_length","mandible_length","proximal_mandible_width","mandible_aspect","eye_length","eye_area","front_femur_length","front_femur_width","front_tibia_length","mid_femur_length","mid_femur_width","mid_tibia_length","hind_femur_length","hind_femur_width","hind_tibia_length","hairiness_head_dorsal","hairiness_pronotum_dorsal","hairiness_abdomen_dorsal","hairiness_abdomen_ventral","hairiness_total","residuals_body_width","residuals_head_length","residuals_wing_length","residuals_wing_load","residuals_front_femur_length","residuals_antenna_length","residuals_eye_length"
"938","87-.054-.001-.","Pyrrhidium_sanguineum","Cerambycidae",1,NA,1,1,"*","mh",0,"","",10,114.47,41.414,11.12,3.408,2.118,0.621,1.675,1.725,1.6,2.448,6.354,1.636,9.575,3.082,24.066,3.107,1.721,8.325,0.458,0.09,0.197,0.638,0.178,1.968,0.777,1.812,2.315,0.836,2.175,2.73,0.841,2.742,8.149,29.787,28.117,14.502,20.139,-0.176,-0.099,-0.088,0.596,0.021,1.027,0.045
"939","87-.055-.001-.","Phymatodes_testaceus","Cerambycidae",1,NA,1,1,"*","sh",0,"","",11.5,105.66,119.808,17.709,3.931,3.295,0.838,2.021,2.278,2.389,3.047,9.781,2.124,12.966,4.645,53.13,2.791,2.255,12.484,0.837,0.282,0.337,1.139,0.456,2.917,1.021,2.687,3.593,0.939,3.313,4.46,0.957,4.556,5.188,4.657,11.299,15.172,9.079,-0.451,-0.339,-0.182,0.409,-0.01,1.013,0.236
"940","87-.055-.007-.","Phymatodes_rufipes","Cerambycidae",1,NA,1,1,"V","s",0,"","",6,117.19,15.564,6.602,2.031,1.435,0.707,0.905,1.304,1.432,1.465,4.689,0.94,6.613,2.484,13.164,2.662,1.182,3.479,0.356,0.129,0.362,0.697,0.159,1.766,0.418,NA,2.133,0.426,NA,2.36,0.425,1.982,12.27,20.492,17.021,NA,16.594,-0.226,-0.236,-0.012,0.732,0.387,0.625,0.569
"941","87-.0551.002-.","Poecilium_glabratum","Cerambycidae",1,NA,1,1,"3","s",0,"","",7,135.42,4.241,5.674,1.772,0.962,0.543,0.614,0.926,1.094,1.216,4.215,0.864,6.098,2.063,10.676,2.956,0.397,3.874,0.388,0.179,0.461,0.373,0.107,1.187,0.381,0.924,1.256,0.379,1.055,1.411,0.397,1.311,10.87,8.224,9.112,26.826,13.758,-0.227,-0.485,0.036,-0.21,0.128,0.869,0.071
"942","87-.0551.003-.","Poecilium_pusillum","Cerambycidae",1,NA,1,0,"*","s",0,"","",7,139.91,9.55,7.215,2.279,1.759,0.772,0.869,1.245,1.35,1.542,5.05,1.095,7.715,2.715,16.911,2.842,0.565,4.492,0.432,0.17,0.394,0.709,0.167,1.132,0.385,0.999,1.182,0.475,1.052,1.929,0.525,1.832,25.723,20.752,25.571,NA,24.016,-0.191,-0.358,0.066,-0.094,-0.139,0.8,0.512
"943","87-.0551.006-.","Poecilium_alni","Cerambycidae",1,NA,1,1,"*","mh",0,"","",5,125.77,2.752,5.432,1.907,1.442,0.756,0.801,1.077,1.151,1.374,3.887,1.019,5.361,2.382,10.21,2.251,0.27,3.818,0.27,0.116,0.43,0.375,0.078,0.825,0.299,0.903,1.366,0.37,1.098,1.736,0.398,1.159,46.468,32.023,34.347,NA,37.613,-0.114,-0.179,-0.055,-0.555,-0.197,0.894,0.112
"944","87-.057-.004-.","Xylotrechus_antilope","Cerambycidae",1,NA,1,1,"*","mh",0,"","",11,122.72,12.339,8.121,2.185,2.099,0.961,0.945,1.496,1.853,1.956,4.604,1.08,6.214,1.921,9.137,3.235,1.35,4.133,0.521,0.332,0.637,0.707,0.31,1.537,0.44,1.245,2.233,0.52,1.893,2.971,0.505,2.887,25.836,20.408,29.973,17.281,23.374,-0.339,-0.383,-0.251,0.662,0.06,0.61,0.41
"945","87-.057-.005-.","Xylotrechus_ibex","Cerambycidae",1,NA,1,0,NA,NA,0,"","",13,126.93,30.233,12.696,3.371,3.424,1.016,2.214,2.248,2.715,2.975,7.197,1.658,9.726,3.549,24.437,2.74,1.237,4.669,0.823,0.255,0.31,0.993,0.505,2.046,0.807,2.502,2.323,0.889,3.309,3.682,0.94,4.589,22.242,100.84,45.235,NA,56.106,-0.306,0.058,-0.185,0.135,-0.061,0.329,0.377
"946","87-.057-.006-.","Xylotrechus_arvicola","Cerambycidae",1,NA,1,1,"3","s",0,"","",14,131.55,38.262,14.048,3.76,3.663,0.974,1.95,2.255,3.168,3.407,8.449,1.808,11.343,3.807,34.994,2.98,1.093,4.795,0.973,0.538,0.553,1.097,0.626,2.49,0.71,2.365,3.623,0.73,3.615,5.404,0.779,5.21,15.084,14.68,63.606,NA,31.123,-0.288,-0.162,-0.118,-0.087,0.043,0.265,0.392
"947","87-.057-.007-.","Xylotrechus_stebbingi","Cerambycidae",1,NA,1,1,NA,NA,0,"","",9,NA,67.835,15.735,3.893,3.848,0.988,2.359,2.553,3.272,3.558,9.064,2.01,12.476,4.26,40.721,2.929,1.666,5.96,0.982,0.571,0.581,1.368,1.177,3.126,0.732,2.916,4.372,0.828,3.449,5.588,0.896,4.621,12.539,39.348,29.851,NA,27.246,-0.355,-0.076,-0.12,0.222,0.167,0.38,0.518
"948","87-.0571.001-.","Rusticoclytus_rusticus","Cerambycidae",1,NA,1,0,NA,NA,0,"","",14,127.9,31.522,14.069,3.717,3.388,0.911,2.425,2.353,2.603,3.095,7.198,1.815,9.273,3.507,26.904,2.644,1.172,4.686,0.92,0.346,0.376,1.074,0.69,1.903,0.681,2.117,2.748,0.795,2.767,3.459,0.833,3.876,17.007,22.624,33.058,NA,24.23,-0.301,0.055,-0.321,-0.02,-0.227,0.241,0.369
"949","87-.058-.001-.","Clytus_tropicus","Cerambycidae",1,NA,1,1,"3","s",0,"","",14,121.69,64.248,17.843,3.845,3.92,1.02,2.592,2.49,3.016,3.223,9.798,1.739,13.036,4.422,46.464,2.948,1.383,7.997,1.139,0.565,0.496,0.992,0.657,2.02,0.88,2.433,2.975,0.916,3.206,5.344,1.031,5.096,22.49,24.829,28.752,NA,25.357,-0.48,-0.097,-0.183,-0.087,-0.384,0.561,0.091
"950","87-.058-.002-.","Clytus_rhamni","Cerambycidae",1,NA,1,1,"R","es",0,"","",9,132.09,20.109,9.193,2.6,2.879,1.107,1.994,1.901,2.201,2.367,6.124,1.244,7.844,2.897,19.16,2.708,1.05,5.245,0.73,0.358,0.49,0.966,0.465,1.491,0.571,1.937,2.419,0.583,2.744,2.502,0.564,4.128,21.053,29.586,68.328,NA,39.655,-0.276,0.25,-0.124,0.288,-0.084,0.737,0.619
"951","87-.058-.003-.","Clytus_arietis","Cerambycidae",1,NA,1,1,"*","sh",0,"","",10.5,121.43,72.8,12.89,3.191,3.062,0.96,2.244,2.208,2.503,2.48,7.405,1.557,NA,NA,24.209,NA,3.007,5.248,0.952,0.307,0.322,1.013,0.531,2.258,0.642,2.006,3.379,0.65,3.152,5.443,0.616,5.265,14.523,19.056,39.82,5.057,19.614,-0.375,0.057,NA,1.009,0.024,0.433,0.384
"952","87-.058-.004-.","Clytus_lama","Cerambycidae",1,NA,1,1,"*","s",0,"","",11,121.83,39.843,10.752,2.583,2.283,0.884,2.005,1.873,2.168,2.322,6.067,1.057,7.862,3.024,19.016,2.6,2.095,5.084,0.814,0.208,0.256,0.928,0.386,1.752,0.531,1.673,2.604,0.561,2.579,3.889,0.578,3.936,8.889,11.555,14.191,17.212,12.962,-0.423,0.111,-0.256,0.825,-0.065,0.564,0.448
"953","87-.059-.001-.","Cyrtoclytus_capra","Cerambycidae",1,NA,1,1,"R","es",0,"","",12,126.78,49.646,13.516,3.496,3.427,0.98,2.596,2.413,3.055,2.981,9.719,1.798,12.083,3.933,37.702,3.072,1.317,5.149,0.61,0.364,0.597,1.045,0.623,2.417,0.648,2.212,3.279,0.863,3.213,5.476,0.909,4.882,24.876,20.134,25.028,NA,23.346,-0.326,0.16,-0.022,0.136,0.048,0.371,0.375
"954","87-.060-.001-.","Plagionotus_detritus","Cerambycidae",1,NA,1,1,"V","s",0,"","",14,116.36,190.32,17.273,4.917,3.954,0.804,2.878,2.785,3.056,4.331,10.386,2.61,12.697,4.34,46.584,2.926,4.086,8.585,1.268,0.553,0.436,1.323,0.869,3.585,0.892,2.969,4.16,1.105,3.961,5.553,1.011,5.4,12.313,8.238,11.494,21.75,13.449,-0.205,0.037,-0.182,1.028,0.219,0.661,0.406
"955","87-.060-.002-.","Plagionotus_arcuatus","Cerambycidae",1,NA,1,1,"V","mh",0,"","",13,118.14,190.86,20.898,6.046,4.88,0.807,3.097,3.079,3.824,5.039,12.705,2.799,15.109,5.374,64.702,2.811,2.95,9.773,1.272,0.565,0.444,1.642,1.125,4.267,1.222,3.493,4.567,1.284,4.521,5.416,1.382,6.426,16.244,15.879,25.009,NA,19.044,-0.169,-0.064,-0.171,0.515,0.22,0.619,0.463
"956","87-.061-.001-.","Chlorophorus_varius","Cerambycidae",2,NA,1,1,"G","ss",0,"","",11,131.95,42.54,11.809,3.189,3.065,0.961,1.938,1.743,2.705,2.755,7.097,1.566,8.806,3.275,25.097,2.689,1.695,7.171,0.782,0.371,0.474,1.047,0.519,2.288,0.681,2.072,3.162,0.716,2.79,4.581,0.722,4.179,35.668,51.543,50.752,54.187,48.037,-0.297,-0.009,-0.223,0.521,0.116,0.824,0.49
"957","87-.061-.002-.","Chlorophorus_herbstii","Cerambycidae",1,NA,1,1,"G","ss",0,"","",12,149.06,69.999,14.596,4.167,4.188,1.005,1.963,2.139,3.367,3.719,8.263,2.091,9.401,3.705,31.043,2.537,2.255,7.893,0.912,0.395,0.433,1.323,0.74,2.442,0.735,2.036,3.063,0.814,3.398,4.89,0.873,5.268,32.741,43.034,40.65,NA,38.808,-0.219,-0.191,-0.339,0.599,-0.011,0.729,0.547
"958","87-.061-.003-.","Chlorophorus_glaucus","Cerambycidae",1,NA,1,1,"0","ex",0,"","",14,153.22,52.973,13.121,3.771,3.323,0.881,2.23,2.046,3.143,3.11,8.958,1.935,9.99,3.518,28.602,2.84,1.852,7.202,0.961,0.511,0.532,1.056,0.535,2.971,0.661,2.274,2.822,0.77,2.803,4.658,0.669,4.329,27.484,49.391,36.176,55.113,42.041,-0.224,0.035,-0.187,0.507,0.282,0.733,0.411
"959","87-.061-.007-.","Chlorophorus_sartor","Cerambycidae",2,NA,1,1,"V","s",0,"","",7,106.99,13.176,8.127,2.295,2.172,0.946,1.367,1.52,2.054,1.91,5.033,1.089,6.031,2.268,11.753,2.659,1.121,6.059,0.573,0.27,0.471,0.847,0.344,1.574,0.472,1.546,2.308,0.497,2.57,3.417,0.503,3.311,31.364,50.919,56.843,55.27,48.599,-0.29,-0.015,-0.282,0.475,0.082,0.992,0.59
"960","87-.061-.008-.","Chlorophorus_figuratus","Cerambycidae",2,NA,1,1,"3","s",0,"","",10,134.66,26.894,10.846,2.862,2.718,0.95,2.036,1.817,2.635,2.452,6.97,1.393,8.581,3.079,22.967,2.787,1.171,7.177,0.685,0.322,0.47,1.099,0.505,2.336,0.663,1.83,2.903,0.718,2.624,3.926,0.654,4.089,33.007,30.705,42.561,60.659,41.733,-0.329,0.119,-0.176,0.235,0.215,0.901,0.61
"961","87-.062-.001-.","Isotomus_speciosus","Cerambycidae",2,NA,1,1,NA,NA,0,"","",17,119.31,136.475,18.143,4.705,4.477,0.952,3.064,2.704,4.275,4.351,12.241,2.316,13.943,5.083,54.823,2.743,2.489,15.727,1.182,0.586,0.496,1.426,1.026,3.985,1.131,3.37,5.361,1.158,5.372,7.35,1.177,8.173,24.652,27.988,34.305,46.707,33.413,-0.293,0.055,-0.13,0.484,0.28,1.222,0.44
"962","87-.063-.001-.","Anaglyptus_mysticus","Cerambycidae",1,NA,1,1,"*","h",0,"","",9.5,122.38,105.04,14.8,3.823,3.53,0.923,1.823,2.248,2.624,2.703,9.104,2.079,11.569,4.3,40.806,2.69,2.574,6.484,0.661,0.137,0.207,0.984,0.372,2.483,0.764,2.554,3.289,0.878,3.046,4.151,0.851,4.222,13.359,1.521,2.405,6.232,5.879,-0.318,-0.277,-0.143,0.718,-0.007,0.52,0.239
"963","87-.064-.001-.","Purpuricenus_kaehleri","Cerambycidae",1,NA,1,1,"1","es",0,"","male: antennae ca. 1/3 longer",14,109.69,113.133,15.439,5.072,2.989,0.589,2.994,2.559,3.344,4.558,10.272,2.496,14.804,5.652,66.209,2.619,1.709,24.284,1.057,0.342,0.324,1.746,0.988,2.806,1.017,3.07,3.221,1.062,3.099,5.643,1.097,4.331,11.728,10.97,15.224,NA,12.641,-0.073,0.18,0.068,0.266,0.077,1.802,0.778
"964","87-.069-.001-.","Lamia_textor","Cerambycidae",1,NA,1,1,"3","s",0,"","",22.5,98.18,1095.6,28.282,10.722,9.455,0.882,6.479,6.142,5.459,9.58,18.79,4.802,25.158,12.129,230.375,2.074,4.756,19.329,3.354,2.059,0.614,3.165,2.45,5.934,1.839,5.592,6.428,1.884,6.045,7.339,2.122,7.592,17.909,27.14,35.402,NA,26.817,0.132,0.396,0.08,0.696,0.274,1.028,0.866
"965","87-.070-.001-.","Monochamus_sartor","Cerambycidae",1,"male",1,1,"*","ss",1,"male: antennae ca. 1/2 longer than (= 1.5 x as long as) in female; front femora longer","",28,117.4,768.2,31.383,9.712,8.494,0.875,5.967,5.983,4.914,8.797,21.024,4.655,27.974,10.692,226.323,2.616,3.394,70.704,3.188,2.06,0.646,3.567,2.576,NA,1.855,9.956,6.819,1.661,8.852,6.655,1.751,7.697,16.717,7.958,6.445,NA,10.373,-0.06,0.218,0.097,0.257,NA,2.231,0.899
"966","87-.070-.002-.","Monochamus_saltuarius","Cerambycidae",1,"female",1,1,"R","es",1,"male: antennae ca. 1/2 longer than (= 1.5 x as long as) in female; front femora longer","",15,133.87,99.58,16.231,5.355,5.199,0.971,4.023,3.21,2.759,4.565,10.92,2.274,13.71,4.655,50.585,2.945,1.969,21.364,1.492,0.825,0.553,1.725,0.817,3.332,0.892,3.846,3.471,0.909,4.298,4.372,1.056,4.424,34.268,36.81,52.77,NA,41.283,-0.064,0.429,-0.052,0.359,0.203,1.629,0.724
"967","87-.070-.003-.","Monochamus_sutor","Cerambycidae",1,"male",1,1,"*","s",1,"male: antennae ca. 1/2 longer than (= 1.5 x as long as) in female; front femora longer","",19.5,116.75,325.26,20.66,5.848,5.801,0.992,3.552,3.027,2.832,5.249,12.851,2.928,17.151,6.034,88.304,2.842,3.683,NA,1.646,0.389,0.236,1.63,0.821,4.5,0.835,4.442,4.503,0.867,4.595,5.196,0.887,5.059,0,0,2.391,14.282,4.168,-0.192,0.083,-0.034,0.749,0.284,NA,0.465
"968","87-.070-.004-.","Monochamus_galloprovincialis","Cerambycidae",1,"female",1,1,"*","mh",1,"male: antennae ca. 1/2 longer than (= 1.5 x as long as) in female; front femora longer","",18.5,127.49,185.5,17.376,5.679,5.477,0.964,3.265,3.231,3.009,4.623,11.68,2.671,NA,NA,81.876,NA,2.266,20.232,1.582,0.825,0.521,1.998,0.859,3.715,0.96,4.131,3.891,1.003,4.358,4.969,1.05,4.8,29.721,28.126,31.823,NA,29.89,-0.066,0.158,NA,0.433,0.25,1.513,0.814
"969","87-.071-.0001.","Mesosa_myops","Cerambycidae",1,NA,1,0,NA,NA,0,"","",NA,NA,56.275,10.446,4.376,3.728,0.852,2.647,2.573,2.454,2.953,6.769,2.408,11.154,4.045,37.834,2.757,1.487,15.866,0.991,0.286,0.289,1.47,0.411,3.004,0.924,3.308,3.065,1.017,2.958,3.123,1.025,2.948,20.218,16.938,14.535,NA,17.23,0.13,0.416,0.118,0.511,0.5,1.729,0.932
"970","87-.071-.001-.","Mesosa_curculionoides","Cerambycidae",1,NA,1,1,"2","ss",0,"","",13,NA,151.2,13.853,6.461,5.559,0.86,4.245,3.637,3.113,4.213,9.192,3.195,14.204,5.533,65.656,2.567,2.303,21.597,0.8,0.559,0.699,1.977,0.789,3.359,1.132,3.633,3.462,1.289,3.796,3.642,1.386,3.998,33.003,40.361,48.513,NA,40.626,0.266,0.629,0.119,0.671,0.355,1.782,0.992
"971","87-.071-.002-.","Mesosa_nebulosa","Cerambycidae",1,NA,1,1,"*","mh",0,"","",12,129.52,100.88,13.847,4.56,3.893,0.854,2.046,2.652,2.448,3.088,8.128,2.127,11.808,4.197,41.456,2.813,2.433,17.472,1.068,0.198,0.185,1.079,0.316,2.794,0.921,2.743,2.791,0.943,2.931,2.813,0.924,3.11,13.566,4.847,6.112,10.786,8.828,-0.082,-0.101,-0.066,0.727,0.171,1.571,0.387
"972","87-.072-.001-.","Deroplia_genei","Cerambycidae",1,NA,1,1,"D","?",0,"","",7,133.94,7.706,6.727,1.745,1.567,0.898,1.29,1.266,1.216,1.367,4.988,0.848,7.28,2.587,15.421,2.814,0.5,7.231,0.34,0.253,0.744,0.746,0.18,1.293,0.364,1.149,1.329,0.361,1.119,1.22,0.329,1.236,31.513,54.734,45.191,40.791,43.057,-0.395,0.101,0.068,-0.148,0.058,1.339,0.622
"973","87-.073-.001-.","Oplosia_cinerea","Cerambycidae",1,NA,1,1,"3","ss",0,"","",12,125.11,46.384,11.154,4.243,3.608,0.85,2.304,2.32,1.721,3.506,8.037,2.096,11.856,4.633,46.322,2.559,1.001,12.496,0.615,0.281,0.457,1.494,0.568,2.026,0.925,1.804,2.287,0.908,2.376,2.632,0.917,2.933,25.862,34.227,40.553,NA,33.548,0.04,0.217,0.123,0.051,0.047,1.431,0.893
"974","87-.074-.001-.","Anaesthetis_testacea","Cerambycidae",2,NA,1,1,"V","s",0,"","",7,113.77,16.354,8.549,2.507,2.406,0.96,1.691,1.609,1.64,1.833,6.245,1.203,7.813,2.86,19.806,2.732,0.826,6.879,0.54,0.296,0.548,0.928,0.28,1.412,0.47,1.432,1.631,0.506,1.586,1.729,0.512,1.782,27.796,28.093,23.81,54.807,33.626,-0.248,0.152,-0.066,0.119,-0.072,1.073,0.64
"975","87-.075-.001-.","Pogonocherus_hispidulus","Cerambycidae",1,NA,1,1,"*","h",0,"","",6.5,124.84,10.452,6.481,2.382,2.057,0.864,1.387,1.271,1.218,1.716,4.253,1.165,5.838,2.205,8.216,2.648,1.272,6.355,0.522,0.321,0.615,0.733,0.138,1.137,0.44,1.183,1.227,0.495,1.474,1.562,0.565,1.605,28.346,52.448,72.961,NA,51.252,-0.05,0.208,-0.121,0.823,-0.037,1.244,0.635
"976","87-.075-.002-.","Pogonocherus_hispidus","Cerambycidae",1,NA,1,1,"*","sh",0,"","",5,122.68,4.813,4.988,1.636,1.437,0.878,0.559,0.938,1.02,1.213,3.559,0.837,5.04,1.868,7.794,2.698,0.618,5.312,0.505,0.241,0.477,0.242,0.042,1.163,0.32,0.956,1.076,0.342,1.048,1.278,0.368,1.233,63.596,54.545,58.24,46.218,55.65,-0.191,-0.461,-0.044,0.358,0.224,1.301,-0.254
"977","87-.075-.006-.","Pogonocherus_fasciculatus","Cerambycidae",1,NA,1,1,"*","h",0,"","",6.5,127.91,13.55,6.384,2.209,1.75,0.792,1.506,1.304,1.312,1.697,4.014,1.055,6.036,2.238,11.397,2.697,1.189,6.403,0.537,0.092,0.171,0.653,0.107,1.313,0.462,1.214,1.288,0.454,1.32,1.35,0.448,1.426,24.54,34.682,60.664,79.096,49.745,-0.112,0.304,-0.075,0.77,0.121,1.265,0.532
"978","87-.075-.007-.","Pogonocherus_decoratus","Cerambycidae",1,NA,1,1,"*","s",0,"","",5,143.36,3.146,4.492,1.578,1.353,0.857,0.995,0.906,0.825,1.293,3.017,0.73,4.781,1.686,6.697,2.836,0.47,4.806,0.406,0.18,0.443,0.511,0.085,0.848,0.304,0.68,1.002,0.336,0.762,1.126,0.411,0.945,55.188,68.111,75.342,NA,66.214,-0.133,0.212,-0.007,0.187,0.004,1.295,0.581
"979","87-.077-.001-.","Aegomorphus_clavipes","Cerambycidae",1,NA,1,1,"3","s",0,"","",14,132.85,66.751,12.598,4.956,3.422,0.69,3.322,2.805,2.423,4.161,7.916,2.356,10.851,4.47,40.26,2.428,1.658,12.76,1.07,0.535,0.5,1.482,0.479,3.065,1.056,2.736,4.033,1.034,3.5,4.451,1.135,3.59,14.265,16.827,16.978,NA,16.023,0.086,0.471,-0.069,0.436,0.35,1.342,0.784
"980","87-.078-.001-.","Leiopus_nebulosus","Cerambycidae",1,NA,1,1,"*","sh",0,"","",8,131.98,20.287,7.801,2.655,2.009,0.757,1.408,1.337,1.01,1.657,5.076,0.978,7.328,2.656,15.992,2.759,1.269,9.713,0.456,0.085,0.186,0.795,0.17,1.347,0.478,1.41,1.582,0.475,1.57,1.727,0.457,1.705,47.619,46.717,50.102,51.007,48.861,-0.108,0.052,-0.052,0.639,-0.036,1.501,0.561
"981","87-.078-.0011.","Leiopus_linnei","Cerambycidae",1,NA,1,1,"*","sh",0,"","",7,NA,30.248,9.593,3.029,2.342,0.773,1.468,1.751,1.481,2.321,5.671,1.731,8.445,3.038,21.532,2.78,1.405,10.443,0.334,0.085,0.254,1.024,0.273,1.999,0.676,1.737,2.178,0.688,2.025,2.279,0.669,2.326,39.648,21.988,24.841,11.956,24.608,-0.162,-0.096,-0.087,0.538,0.171,1.387,0.642
"982","87-.078-.002-.","Leiopus_punctulatus","Cerambycidae",1,NA,1,1,"R","es",0,"","",7,137.95,28.336,8.079,3.261,2.492,0.764,1.727,1.723,1.428,2.422,5.135,1.627,7.847,2.923,18.057,2.685,1.569,13.028,0.611,0.277,0.453,1.037,0.253,1.604,0.67,1.7,1.713,0.64,2.123,1.987,0.685,2.386,20.906,28.902,64.536,NA,38.115,0.066,0.225,-0.014,0.817,0.107,1.763,0.798
"983","87-.078-.003-.","Leiopus_femoratus","Cerambycidae",1,NA,1,1,"D","?",0,"","",7,NA,3.755,6.82,2.557,1.897,0.742,1.537,1.346,1.104,1.704,4.814,1.24,7.294,2.127,13.042,3.429,0.288,11.547,0.422,0.241,0.571,0.833,0.177,1.389,0.497,1.391,1.672,0.547,1.561,1.772,0.576,2.015,41.605,70.423,74.194,NA,62.074,-0.025,0.264,0.058,-0.713,0.117,1.795,0.72
"984","87-.079-.001-.","Acanthocinus_aedilis","Cerambycidae",1,"male",1,1,"*","mh",1,"male: antennae ca. 2.5x as long as in female","",15,147.6,97.96,14.097,5.376,4.003,0.745,3.258,2.876,3.024,4.449,9.713,2.496,14.491,5.226,65.196,2.773,1.503,55.834,0.971,0.534,0.55,1.722,0.718,3.227,0.959,3.274,3.571,1.169,3.951,4.348,1.255,4.571,31.293,38.219,62.099,NA,43.871,0.067,0.348,0.124,0.227,0.299,2.717,0.84
"985","87-.079-.002-.","Acanthocinus_reticulatus","Cerambycidae",1,NA,1,1,"2","ss",0,"","male: antennae ca. 1/4 longer than in female",12,150.34,7.32,11.521,3.813,2.977,0.781,2.386,2.196,2.112,3.206,7.675,1.726,11.892,4.214,40.807,2.822,0.179,21.62,0.948,0.435,0.459,1.296,0.436,2.46,0.944,2.533,2.569,0.996,3.678,2.934,1.039,4.039,27.322,34.311,37.659,NA,33.097,-0.096,0.222,0.099,-1.7,0.211,1.95,0.724
"986","87-.079-.003-.","Acanthocinus_griseus","Cerambycidae",1,NA,1,1,"*","s",0,"","male: antennae ca. 1/4 longer than in female",10.5,137.77,18.762,8.97,2.856,2.426,0.849,1.875,1.628,1.723,2.125,6.089,1.389,10.334,3.542,29.794,2.918,0.63,23.939,0.444,0.27,0.608,1.101,0.414,1.713,0.793,1.909,1.971,0.739,2.427,2.596,0.713,3.101,61.425,65.913,68.395,NA,65.244,-0.16,0.211,0.172,-0.199,0.077,2.277,0.77
"987","87-.080-.001-.","Exocentrus_adspersus","Cerambycidae",1,NA,1,1,"*","mh",0,"","",6,133.61,15.66,5.312,1.757,1.393,0.793,0.961,1.115,0.751,1.244,3.67,0.678,6.123,2.24,11.211,2.733,1.397,5.711,0.34,0.103,0.303,0.639,0.133,0.912,0.35,0.877,1.008,0.363,0.944,1.085,0.398,1.168,44.883,72.347,73.746,NA,63.659,-0.176,0.023,0.097,1.112,-0.076,1.316,0.664
"988","87-.080-.002-.","Exocentrus_lusitanus","Cerambycidae",1,NA,1,1,"*","mh",0,"","",5,127.29,3.384,4.78,1.608,1.248,0.776,0.694,0.964,0.9,1.162,2.977,0.712,4.027,1.879,5.418,2.143,0.625,5.737,0.368,0.156,0.424,0.557,0.102,0.83,0.377,0.959,0.881,0.336,1.053,1.064,0.409,1.181,37.344,55.077,63.202,NA,51.875,-0.17,-0.205,-0.232,0.411,-0.074,1.416,0.615
"989","87-.080-.004-.","Exocentrus_punctipennis","Cerambycidae",1,NA,1,1,"V","s",0,"","",5,144.09,3.706,4.938,2.086,1.457,0.698,0.932,1.052,0.859,1.477,3.593,0.992,6.028,2.42,11.942,2.491,0.31,5.978,0.275,0.133,0.484,0.648,0.175,0.825,0.355,1.132,0.846,0.379,1.391,0.887,0.43,1.531,41.825,51.491,15.308,NA,36.208,0.061,0.06,0.144,-0.321,-0.11,1.428,0.739
"990","87-.082-.001-.","Saperda_carcharias","Cerambycidae",1,NA,1,1,"*","mh",0,"","",25,NA,922.1,28,9.09,6.831,0.751,5.383,5.253,4.192,5.536,21.083,4.545,25.09,9.885,184.798,2.538,4.99,21.529,3.008,1.191,0.396,2.664,2.038,4.272,1.535,5.187,6.388,1.57,5.727,7.696,1.624,6.422,20.944,18.064,19.802,NA,19.603,-0.024,0.22,0.086,0.754,-0.045,1.145,0.703
"991","87-.082-.002-.","Saperda_similis","Cerambycidae",1,NA,1,1,"R","es",0,"","",18.5,137.59,120.2,17.302,4.69,4.712,1.005,3.619,2.919,2.937,3.096,12.353,2.253,15.397,5.252,68.781,2.932,1.748,16.736,1.089,0.613,0.563,1.793,1.074,3.379,0.904,2.914,3.649,0.973,3.535,4.589,1.119,4.616,44.551,54.91,49.711,NA,49.724,-0.254,0.265,0.009,0.177,0.159,1.327,0.709
"992","87-.082-.003-.","Saperda_populnea","Cerambycidae",1,NA,1,1,"*","sh",0,"","",12,126.97,30.536,10.901,2.909,2.879,0.99,1.464,1.955,1.933,2.103,8.152,1.423,11.031,3.751,33.835,2.941,0.902,10.075,0.514,0.218,0.424,0.788,0.234,2.067,0.595,1.807,2.21,0.632,2.105,2.988,0.647,2.646,25.589,23.787,24.596,NA,24.657,-0.317,-0.216,0.071,-0.03,0.088,1.236,0.273
"993","87-.082-.004-.","Saperda_scalaris","Cerambycidae",1,NA,1,1,"*","h",0,"","",15,140.73,217.13,17.184,5.067,4.913,0.97,4.099,3.637,2.614,3.369,11.487,2.609,15.218,5.337,61.343,2.851,3.54,12.955,1.694,0.338,0.2,1.849,0.972,3.191,0.815,3.028,3.429,0.871,3.162,4.685,0.764,4.387,10.733,12.856,13.415,19.137,14.035,-0.17,0.396,0.004,0.89,0.108,1.077,0.745
"994","87-.082-.005-.","Saperda_perforata","Cerambycidae",1,NA,1,1,"3","ss",0,"","",16,138.89,83.015,14.196,4.08,3.946,0.967,3.037,2.451,2.331,2.532,10.455,2.03,13.93,5.154,59.679,2.703,1.391,12.433,0.74,0.285,0.385,1.545,0.671,3.008,0.69,2.315,3.12,0.8,2.886,4.336,0.81,3.89,16.327,23.697,32.02,NA,24.014,-0.215,0.271,0.078,0.143,0.222,1.208,0.725
