domain,phylum,Species,original.species,min.mass.g,max.mass.g,a,b,Temp.scaling,air.or.water,mass.type,K..1.y.,Linfinity,Temp.growth,annual.repro.g,tmax,Wmax,Reference,notes
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.1,6.7,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.06,8.7,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.14,6.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.12,7.3,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.13,6.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.11,8.3,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.17,6.2,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.14,7.98,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.13,7.1,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.12,8.7,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Palaemon_adspersus,Palaemon_adspersus,NA,NA,NA,NA,NA,NA,NA,0.165,7.9,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Palaemon_adspersus,Palaemon_adspersus,NA,NA,NA,NA,NA,NA,NA,0.165,6.5,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Palaemon_adspersus,Palaemon_adspersus,NA,NA,NA,NA,NA,NA,NA,2.065,4.78,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Palaemon_adspersus,Palaemon_adspersus,NA,NA,NA,NA,NA,NA,NA,1.076,3.41,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Palinurus_elephas,Palinurus_elephas,NA,NA,NA,NA,NA,NA,NA,0.151,16.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Palinurus_elephas,Palinurus_elephas,NA,NA,NA,NA,NA,NA,NA,0.185,13.59,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.74,4.44,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.93,3.31,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.63,3.05,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.71,4.09,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.73,3.43,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.67,4.59,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.64,5.17,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.72,4.61,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.74,4.77,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.54,3.55,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.52,3.72,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.62,3.37,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.7,4.4,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.9,3.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.545,4.44,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Parapenaeus_longirostris,Parapenaeus_longirostris,NA,NA,NA,NA,NA,NA,NA,0.57,3.55,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Pasiphaea_multidentata,Pasiphaea_multidentata,NA,NA,NA,NA,NA,NA,NA,0.85,4.85,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Pasiphaea_multidentata,Pasiphaea_multidentata,NA,NA,NA,NA,NA,NA,NA,0.77,4.44,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Pasiphaea_multidentata,Pasiphaea_multidentata,NA,NA,NA,NA,NA,NA,NA,0.8,5,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Pasiphaea_sivado,Pasiphaea_sivado,NA,NA,NA,NA,NA,NA,NA,0.55,2.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Pasiphaea_sivado,Pasiphaea_sivado,NA,NA,NA,NA,NA,NA,NA,0.62,2.75,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Pasiphaea_sivado,Pasiphaea_sivado,NA,NA,NA,NA,NA,NA,NA,0.55,2.95,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_acanthonotus,Plesionika_acanthonotus,NA,NA,NA,NA,NA,NA,NA,0.55,1.9,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_acanthonotus,Plesionika_acanthonotus,NA,NA,NA,NA,NA,NA,NA,0.5,1.84,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_acanthonotus,Plesionika_acanthonotus,NA,NA,NA,NA,NA,NA,NA,0.55,1.9,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_antigai,Plesionika_antigai,NA,NA,NA,NA,NA,NA,NA,0.98,1.39,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_antigai,Plesionika_antigai,NA,NA,NA,NA,NA,NA,NA,0.68,1.27,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_antigai,Plesionika_antigai,NA,NA,NA,NA,NA,NA,NA,0.73,1.27,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_edwardsii,Plesionika_edwardsii,NA,NA,NA,NA,NA,NA,NA,0.65,3.1,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_edwardsii,Plesionika_edwardsii,NA,NA,NA,NA,NA,NA,NA,0.8,3.2,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_edwardsii,Plesionika_edwardsii,NA,NA,NA,NA,NA,NA,NA,0.7,3.1,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_edwardsii,Plesionika_edwardsii,NA,NA,NA,NA,NA,NA,NA,0.8,3.1,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_edwardsii,Plesionika_edwardsii,NA,NA,NA,NA,NA,NA,NA,0.8,2.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_gigliolii,Plesionika_gigliolii,NA,NA,NA,NA,NA,NA,NA,0.75,2.05,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_gigliolii,Plesionika_gigliolii,NA,NA,NA,NA,NA,NA,NA,0.55,2,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_gigliolii,Plesionika_gigliolii,NA,NA,NA,NA,NA,NA,NA,0.75,2.1,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_heterocarpus,Plesionika_heterocarpus,NA,NA,NA,NA,NA,NA,NA,1.45,1.78,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_heterocarpus,Plesionika_heterocarpus,NA,NA,NA,NA,NA,NA,NA,1.17,1.61,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_heterocarpus,Plesionika_heterocarpus,NA,NA,NA,NA,NA,NA,NA,1.09,1.56,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_heterocarpus,Plesionika_heterocarpus,NA,NA,NA,NA,NA,NA,NA,0.9,2.3,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_heterocarpus,Plesionika_heterocarpus,NA,NA,NA,NA,NA,NA,NA,1,2.24,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_heterocarpus,Plesionika_heterocarpus,NA,NA,NA,NA,NA,NA,NA,0.9,2.27,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_martia,Plesionika_martia,NA,NA,NA,NA,NA,NA,NA,0.39,3.04,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_martia,Plesionika_martia,NA,NA,NA,NA,NA,NA,NA,0.54,2.75,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_martia,Plesionika_martia,NA,NA,NA,NA,NA,NA,NA,0.5,3.01,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_martia,Plesionika_martia,NA,NA,NA,NA,NA,NA,NA,0.71,2.37,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_martia,Plesionika_martia,NA,NA,NA,NA,NA,NA,NA,0.58,2.3,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_martia,Plesionika_martia,NA,NA,NA,NA,NA,NA,NA,0.73,2.4,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_martia,Plesionika_martia,NA,NA,NA,NA,NA,NA,NA,0.44,3.05,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Plesionika_martia,Plesionika_martia,NA,NA,NA,NA,NA,NA,NA,0.5,2.8,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Polycheles_typhlops,Polycheles_typhlops,NA,NA,NA,NA,NA,NA,NA,0.35,4.8,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Polycheles_typhlops,Polycheles_typhlops,NA,NA,NA,NA,NA,NA,NA,0.5,3.2,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Polycheles_typhlops,Polycheles_typhlops,NA,NA,NA,NA,NA,NA,NA,0.45,4.95,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Processa_canaliculata,Processa_canaliculata,NA,NA,NA,NA,NA,NA,NA,1.1,2.3,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Processa_canaliculata,Processa_canaliculata,NA,NA,NA,NA,NA,NA,NA,0.7,2.1,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Processa_canaliculata,Processa_canaliculata,NA,NA,NA,NA,NA,NA,NA,1.1,2.3,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Processa_nouveli,Processa_nouveli,NA,NA,NA,NA,NA,NA,NA,1.11,1.35,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Processa_nouveli,Processa_nouveli,NA,NA,NA,NA,NA,NA,NA,1.1,1.35,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Processa_nouveli,Processa_nouveli,NA,NA,NA,NA,NA,NA,NA,1.1,1.35,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Scyllarides_latus,Scyllarides_latus,NA,NA,NA,NA,NA,NA,NA,0.2,12.72,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Eusergestes_arcticus,Sergestes_arcticus,NA,NA,NA,NA,NA,NA,NA,0.7,1.65,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Eusergestes_arcticus,Sergestes_arcticus,NA,NA,NA,NA,NA,NA,NA,0.8,1.7,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Sergia_robusta,Sergia_robusta,NA,NA,NA,NA,NA,NA,NA,0.64,2.48,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Sergia_robusta,Sergia_robusta,NA,NA,NA,NA,NA,NA,NA,0.64,2.43,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Solenocera_membranacea,Solenocera_membranacea,NA,NA,NA,NA,NA,NA,NA,0.6,3.15,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Solenocera_membranacea,Solenocera_membranacea,NA,NA,NA,NA,NA,NA,NA,0.5,2.4,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Solenocera_membranacea,Solenocera_membranacea,NA,NA,NA,NA,NA,NA,NA,0.65,2.85,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Solenocera_membranacea,Solenocera_membranacea,NA,NA,NA,NA,NA,NA,NA,0.56,2.16,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Solenocera_membranacea,Solenocera_membranacea,NA,NA,NA,NA,NA,NA,NA,0.65,2.9,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Squilla_mantis,Squilla_mantis,NA,NA,NA,NA,NA,NA,NA,1.45,22,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Squilla_mantis,Squilla_mantis,NA,NA,NA,NA,NA,NA,NA,1.3,22.5,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Squilla_mantis,Squilla_mantis,NA,NA,NA,NA,NA,NA,NA,0.45,4.19,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Squilla_mantis,Squilla_mantis,NA,NA,NA,NA,NA,NA,NA,0.53,4.12,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Squilla_mantis,Squilla_mantis,NA,NA,NA,NA,NA,NA,NA,1.3,20,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Squilla_mantis,Squilla_mantis,NA,NA,NA,NA,NA,NA,NA,1.6,20,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Onychiurus_armatus,Onychiurus_armatus,NA,NA,NA,NA,NA,NA,NA,0.024,1.24032,NA,NA,NA,NA,Bengtsson et al. (1983),no temperature dependence
Eukaryota,Arthropoda,Onychiurus_armatus,Onychiurus_armatus,NA,NA,NA,NA,NA,NA,NA,0.026,1.24355,NA,NA,NA,NA,Bengtsson et al. (1983),no temperature dependence
Eukaryota,Arthropoda,Mysis_relicta,Mysis_relicta,NA,NA,NA,NA,NA,NA,NA,2.1768582,1.6786477,NA,NA,NA,NA,Lasenby and Langford (1972),no temperature dependence
Eukaryota,Arthropoda,Mysis_relicta,Mysis_relicta,NA,NA,NA,NA,NA,NA,NA,4.2655155,1.2812839,NA,NA,NA,NA,Lasenby and Langford (1972),no temperature dependence
Eukaryota,Arthropoda,Neanura_muscorum,Neanura_muscorum,NA,NA,NA,NA,NA,NA,NA,8.7155919,0.1912971,NA,NA,NA,NA,Hoskins et al. (2015),no temperature dependence
Eukaryota,Arthropoda,Acheta_domesticus,Acheta_domesticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273972603,0.5,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Alaskozetes_antarcticus,Alaskozetes_antarcticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.00E-04,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Ameira_littoralis,Ameivula_littoralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Myhrvold et al. (2015),no temperature dependence
Eukaryota,Arthropoda,Argiope_aurantia,Argiope_aurantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.333333333,0.35,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Armadillidium_vulgare,Armadillidium_vulgare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.144,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Atta_cephalotes,Atta_cephalotes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.02,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Bicyclus_anynana,Bicyclus_anynana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Metacarcinus_magister,Cancer_magister,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1360,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Cardiocondyla_obscurior,Cardiocondyla_obscurior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Damaeus_onustus,Damaeus_onustus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.00E-04,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Daphnia_pulicaria,Daphnia_pulicaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Drosophila_melanogaster,Drosophila_melanogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.001902,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Drosophila_serrata,Drosophila_serrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.327146272,0.00156,White et al. (2019),no temperature dependence
Eukaryota,Arthropoda,Gromphadorhina_portentosa,Gromphadorhina_portentosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,22.7,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Hadrurus_arizonensis,Hadrurus_arizonensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,7,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Heterozius_rotundifrons,Heterozius_rotundifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138210262,NA,NA,Jones (1978),no temperature dependence
Eukaryota,Arthropoda,Homarus_americanus,Homarus_americanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Lasius_niger,Lasius_niger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Lepisma_saccharina,Lepisma_saccharina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.04,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Macropanesthia_rhinoceros,Macropanesthia_rhinoceros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,35,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Metopograpsus_messor,Metopograpsus_messor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.170339111,NA,NA,Sudha and Anilkumar (1996),no temperature dependence
Eukaryota,Arthropoda,Nothrus_silvestris,Nothrus_silvestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.267643836,5.24E-05,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Paruroctonus_mesaensis,Paruroctonus_mesaensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73972,NA,NA,Polis and Farley (1979),no temperature dependence
Eukaryota,Arthropoda,Paruroctonus_mesaensis,Paruroctonus_mesaensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Pheidole_dentata,Pheidole_dentata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Phidippus_audax,Phidippus_audax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bailey (1966),no temperature dependence
Eukaryota,Arthropoda,Phoracantha_recurva,Phoracantha_recurva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.794830005,0.5,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Phoracantha_semipunctata,Phoracantha_semipunctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563653739,0.525,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Porcellio_laevis,Porcellio_laevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,221,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Armases_cinereum,Sesarma_cinereum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seiple and Salmon (1987),no temperature dependence
Eukaryota,Arthropoda,Sesarma_reticulatum,Sesarma_reticulatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.511469579,NA,NA,"Seiple and Salmon (1987), Zimmerman and Felder (1991)",no temperature dependence
Eukaryota,Arthropoda,Minuca_pugnax,Uca_pugnax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,5.95,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Minuca_rapax,Uca_rapax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,13.67,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Urodacus_armatus,Urodacus_armatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,Tacutu et al. (2018),no temperature dependence
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3.84,Tacutu et al. (2018),no temperature dependence
